Country,Collection,WGS84 N,WGS84 E,Species,Time
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.324775,24.497606,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [10:56-12:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.324775,24.497606,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [10:56-12:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.319985,24.514274,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [13:42-15:22]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.319985,24.514274,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [13:42-15:22]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.319985,24.514274,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [13:42-15:22]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.319985,24.514274,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [13:42-15:22]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.408151,23.170202,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [11:15-12:10]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.408151,23.170202,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [11:15-12:10]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.408151,23.170202,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [11:15-12:10]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.408151,23.170202,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [11:15-12:10]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.114068,23.343202,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [13:25-15:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.114068,23.343202,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [13:25-15:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.114068,23.343202,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [13:25-15:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.114068,23.343202,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [13:25-15:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [15:15-16:40]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [15:15-16:40]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [15:15-16:40]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [15:15-16:40]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [15:15-16:40]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [15:15-16:40]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [15:15-16:40]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [15:15-16:40]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [15:15-16:40]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.121995,25.01383,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 [12:20-14:50]
Suomi,Finnish Insect Database,62.319658,29.6492,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29
Suomi,Finnish Insect Database,60.218946,19.61703,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29
Suomi,Finnish Insect Database,61.808379,25.602722,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29 - 2002-09-06
Suomi,Finnish Insect Database,60.382899,23.171632,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29
Suomi,Finnish Insect Database,60.344725,23.763442,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29
Suomi,Finnish Insect Database,61.604891,24.211485,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29
Suomi,Finnish Insect Database,60.167438,24.745003,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29
Suomi,Finnish Insect Database,62.559179,29.135566,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29
Suomi,Finnish Insect Database,60.462683,22.337342,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29
Suomi,Finnish Insect Database,61.096448,25.013078,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29
Suomi,Finnish Insect Database,62.964285,28.080889,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29
Suomi,Finnish Insect Database,61.16336,28.687494,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-29
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.188843,24.673159,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [14:35-16:10]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.188843,24.673159,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [14:35-16:10]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.188843,24.673159,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [14:35-16:10]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.188843,24.673159,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [14:35-16:10]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.188843,24.673159,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [14:35-16:10]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,61.162963,28.683186,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [13:45-14:55]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,61.162963,28.683186,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [13:45-14:55]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,61.162963,28.683186,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [13:45-14:55]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,61.162963,28.683186,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [13:45-14:55]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,61.162963,28.683186,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [13:45-14:55]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,61.162963,28.683186,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [13:45-14:55]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,61.162963,28.683186,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [13:45-14:55]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,61.162963,28.683186,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [13:45-14:55]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,61.162963,28.683186,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [13:45-14:55]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.583103,23.377809,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:10-14:20]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.583103,23.377809,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:10-14:20]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.640646,29.213908,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:45-12:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.640646,29.213908,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:45-12:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.640646,29.213908,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:45-12:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.640646,29.213908,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:45-12:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.640646,29.213908,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:45-12:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.640646,29.213908,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:45-12:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.640646,29.213908,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:45-12:50]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.640025,29.252884,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [13:05-14:15]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.640025,29.252884,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [13:05-14:15]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.419686,24.62993,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [9:45-15:00]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.419686,24.62993,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [9:45-15:00]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",63.301506,27.209458,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:40-16:15]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",63.301506,27.209458,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:40-16:15]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",63.301506,27.209458,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:40-16:15]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.648884,26.122176,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:54-14:26]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.648884,26.122176,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:54-14:26]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.648884,26.122176,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:54-14:26]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.648884,26.122176,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:54-14:26]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.648884,26.122176,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:54-14:26]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.648884,26.122176,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:54-14:26]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.648884,26.122176,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:54-14:26]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.648884,26.122176,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:54-14:26]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.648884,26.122176,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [11:54-14:26]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.678663,23.896595,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:30-13:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.678663,23.896595,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:30-13:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.678663,23.896595,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:30-13:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.678663,23.896595,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:30-13:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.678663,23.896595,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:30-13:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.508811,27.76892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:15-15:15]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.508811,27.76892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:15-15:15]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.508811,27.76892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:15-15:15]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.508811,27.76892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:15-15:15]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.508811,27.76892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:15-15:15]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.508811,27.76892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:15-15:15]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.508811,27.76892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:15-15:15]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.508811,27.76892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:15-15:15]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.508811,27.76892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [12:15-15:15]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.594407,24.521822,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [9:40-12:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.594407,24.521822,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [9:40-12:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.594407,24.521822,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [9:40-12:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.594407,24.521822,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [9:40-12:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.594407,24.521822,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [9:40-12:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.594407,24.521822,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [9:40-12:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.594407,24.521822,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [9:40-12:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.594407,24.521822,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [9:40-12:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.594407,24.521822,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [9:40-12:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.594407,24.521822,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28 [9:40-12:30]
Suomi,Finnish Insect Database,62.319658,29.6492,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,60.623537,26.120117,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,63.275126,27.205776,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,60.188641,24.671548,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,62.482764,27.764631,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,60.343595,24.551678,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,60.653295,23.897179,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,61.16336,28.687494,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,62.964285,28.080889,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,63.557901,23.675583,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,63.383262,23.895974,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,60.333585,25.358432,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,63.237527,27.096227,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,63.237527,27.096227,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,60.581749,23.374548,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Finnish Insect Database,61.568671,24.521667,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-28
Suomi,Syke - Butterflies in Finnish agricultural landscapes,61.068706,25.881394,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [12:00-13:30]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,61.068706,25.881394,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [12:00-13:30]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,61.068706,25.881394,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [12:00-13:30]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,61.068706,25.881394,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [12:00-13:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",61.193759,23.138405,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [14:30-16:30]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.962909,28.626808,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [15:35-17:05]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.962909,28.626808,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [15:35-17:05]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [15:10-16:35]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [15:10-16:35]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [15:10-16:35]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [15:10-16:35]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [15:10-16:35]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [15:10-16:35]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [15:10-16:35]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [15:10-16:35]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [15:10-16:35]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [15:10-16:35]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",62.5852,29.141619,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27 [15:10-16:35]
Suomi,Finnish Insect Database,62.559179,29.135566,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27
Suomi,Finnish Insect Database,62.936714,28.621334,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27
Suomi,Finnish Insect Database,61.065995,25.876346,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27
Suomi,Finnish Insect Database,62.958528,28.671972,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27
Suomi,Finnish Insect Database,62.958528,28.671972,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27
Suomi,Finnish Insect Database,62.964285,28.080889,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27
Suomi,Finnish Insect Database,62.723596,23.525336,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-27
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.34261,23.763892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [12:53-14:23]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.34261,23.763892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [12:53-14:23]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.34261,23.763892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [12:53-14:23]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.34261,23.763892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [12:53-14:23]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.34261,23.763892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [12:53-14:23]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.34261,23.763892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [12:53-14:23]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.34261,23.763892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [12:53-14:23]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.34261,23.763892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [12:53-14:23]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.34261,23.763892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [12:53-14:23]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.34261,23.763892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [12:53-14:23]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.34261,23.763892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [12:53-14:23]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.34261,23.763892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [12:53-14:23]
Suomi,Syke - Butterflies in Finnish agricultural landscapes,60.34261,23.763892,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [12:53-14:23]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.272255,25.128856,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [11:25-13:10]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.272255,25.128856,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [11:25-13:10]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.272255,25.128856,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [11:25-13:10]
Suomi,"Syke - Butterflies in Finnish agricultural landscapes, old transects",60.272255,25.128856,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26 [11:25-13:10]
Suomi,Finnish Insect Database,60.344725,23.763442,sitruunaperhonen (fi) — Gonepteryx rhamni,2002-07-26
