"species","longitude","latitude"
"Pteromys volans",27.005578,60.947725
"Rangifer tarandus fennicus",24.7,63.7
"Alces alces",24.805761,64.566855
"Sciurus vulgaris",22.200521,60.427955
"Erinaceus europaeus",24.368844,60.686454
"Myodes glareolus",25.00355,60.2243
"Oryctolagus cuniculus",24.73501,60.1611
"Sciurus vulgaris",24.969648,60.319239
"Sciurus vulgaris",24.3613,61.47269
"Vulpes vulpes",22.82238,62.32841
"Sciurus vulgaris",25.018642,60.110161
"Capreolus capreolus",22.9,61.7
"Sciurus vulgaris",25.06284,60.21727
"Arvicolinae",25.658988,65.458911
"Sciurus vulgaris",24.423445,60.018097
"Sciurus vulgaris",24.922026,60.237219
"Sciurus vulgaris",25.018642,60.110161
"Sciurus vulgaris",25.089528,60.207783
"Lepus europaeus",24.69479,60.1289
"Lepus europaeus",24.6761,60.13771
"Lepus europaeus",24.68235,60.14443
"Odocoileus virginianus",24.69465,60.12888
"Oryctolagus cuniculus",24.69004,60.14398
"Capreolus capreolus",24.70444,60.12763
"Nyctereutes procyonoides",25.018642,60.110161
"Lepus timidus",20.413161,60.025726
"Myotis",26.7,62.9
"Pteromys volans",25.70345,62.23534
"Capreolus capreolus",19.867487,60.32709
"Capreolus capreolus",19.855562,60.329313
"Capreolus capreolus",19.854725,60.333112
"Capreolus capreolus",19.854725,60.333112
"Capreolus capreolus",19.8538,60.337333
"Capreolus capreolus",19.863478,60.34514
"Capreolus capreolus",19.868431,60.345406
"Capreolus capreolus",19.870891,60.342341
"Capreolus capreolus",19.871268,60.328274
"Lepus europaeus",26.946455,62.875455
"Vulpes vulpes",25.053859,60.230025
"Nyctereutes procyonoides",25.750597,62.227381
"Alces alces",28.802219,64.111474
"Sciurus vulgaris",28.782363,64.122455
"Procyon lotor",25.164166,60.225337
"Procyon lotor",24.889509,60.202087
"Nyctereutes procyonoides",24.577036,60.16026
"Lepus europaeus",26.761256,60.967254
"Lepus europaeus",26.756782,60.974041
"Sorex",26.756743,60.980024
"Capreolus capreolus",21.335984,62.876815
"Vulpes vulpes",22.287,60.292
"Lepus europaeus",25.018642,60.110161
"Capreolus capreolus",24.91571,60.22218
"Meles meles",25.15146,60.50926
"Nyctereutes procyonoides",25.722819,61.144122
"Nyctereutes procyonoides",25.128861,60.164811
"Nyctereutes procyonoides",24.806292,60.495346
"Nyctereutes procyonoides",25.871631,61.101889
"Nyctereutes procyonoides",28.096266,60.73815
"Neovison vison",25.573353,61.225651
"Sciurus vulgaris",25.118726,60.200751
"Odocoileus virginianus",23.41249,60.19273
"Lepus europaeus",25.1188,60.23894
"Lepus timidus",21.791763,61.319566
"Vulpes vulpes",24.812734,60.274133
"Chiroptera",25.018642,60.110161
"Capreolus capreolus",22.200488,60.42797
"Lepus europaeus",24.92358,60.16593
"Lepus europaeus",23.13495,63.832
"Lepus europaeus",23.75526,60.82743
"Pteromys volans",25.70372,62.23541
"Sciurus vulgaris",25.04088,61.05471
"Ondatra zibethicus",24.718648,60.153374
"Lepus europaeus",24.700897,60.152374
"Pteromys volans",25.791358,61.137532
"Erinaceus europaeus",24.935087,60.190994
"Rattus norvegicus",25.03817,60.234342
"Mustela putorius",24.892138,60.159486
"Sciurus vulgaris",25.071376,60.225151
"Sciurus vulgaris",25.028928,60.235941
"Sciurus vulgaris",25.075598,60.238464
"Lepus europaeus",25.075653,60.238481
"Pteromys volans",21.544277,62.064108
"Pteromys volans",21.368019,62.294157
"Pteromys volans",21.36638,62.293098
"Myodes glareolus",25.04191,61.05475
"Sciurus vulgaris",25.018642,60.110161
"Apodemus flavicollis",25.04076,61.05454
"Myodes glareolus",25.04172,61.0546
"Lepus europaeus",25.03082,60.27755
"Pteromys volans",26.918064,63.607457
"Pteromys volans",22.764829,63.754505
"Pteromys volans",22.765546,63.755677
"Pteromys volans",24.773381,60.165135
"Vulpes vulpes",26.772044,61.421005
"Neovison vison",26.0081,60.206815
"Capreolus capreolus",24.40251,60.83653
"Capreolus capreolus",22.5,60.1
"Capreolus capreolus",20.010053,60.113455
"Capreolus capreolus",20.007945,60.124168
"Capreolus capreolus",19.991634,60.119346
"Capreolus capreolus",20.001395,60.127263
"Erinaceus europaeus",24.720795,60.131924
"Vulpes vulpes",26.89882,60.43064
"Castor canadensis",26.626112,63.915489
"Capreolus capreolus",26.626112,63.915489
"Myodes glareolus",25.04243,61.05513
"Sciurus vulgaris",27.57217,67.00969
"Sciurus vulgaris",25.08061,60.236188
"Lepus europaeus",25.018642,60.110161
"Vulpes vulpes",24.92882,60.25862
"Nyctereutes procyonoides",28.175525,61.111894
"Nyctereutes procyonoides",24.737189,60.253519
"Nyctereutes procyonoides",22.809099,60.039606
"Lepus europaeus",24.885,60.2364
"Meles meles",24.477624,60.130583
"Sciurus vulgaris",25.108724,60.239442
"Pteromys volans",24.773,60.165
"Pteromys volans",24.773381,60.165135
"Sciurus vulgaris",25.018642,60.110161
"Sciurus vulgaris",24.933478,60.240372
"Erinaceus europaeus",25.075606,60.238081
"Sciurus vulgaris",24.933756,60.204811
"Pteromys volans",25.70796,62.25067
"Pteromys volans",25.70736,62.25098
"Capreolus capreolus",25.1,60.1
"Soricidae",20.87307,59.94373
"Pteromys volans",25.70793,62.25069
"Sciurus vulgaris",24.852686,60.233614
"Vulpes vulpes",22.200617,60.427985
"Lepus europaeus",23.149576,60.2475
"Lepus europaeus",23.149576,60.2475
"Lepus europaeus",23.162433,60.257176
"Odocoileus virginianus",23.16761,60.24767
"Odocoileus virginianus",23.151188,60.241438
"Capreolus capreolus",19.99625,60.11539
"Capreolus capreolus",25.018642,60.110161
"Alces alces",28.272701,64.120148
"Alces alces",28.272334,64.102209
"Alces alces",25.126676,60.225665
"Meles meles",25.018642,60.110161
"Odocoileus virginianus",24.880676,60.148208
"Vulpes vulpes",25.018642,60.110161
"Sciurus vulgaris",22.200472,60.427951
"Rangifer tarandus fennicus",24.756872,63.210922
"Sciurus vulgaris",22.898675,59.813731
"Vulpes vulpes",22.902978,59.818272
"Vulpes vulpes",25.17267,60.227802
"Nyctereutes procyonoides",25.018642,60.110161
"Lepus timidus",21.83413,62.89371
"Rangifer tarandus",24.914241,60.250676
"Capreolus capreolus",19.899198,60.20751
"Capreolus capreolus",19.900185,60.206069
"Capreolus capreolus",19.901476,60.202297
"Capreolus capreolus",19.901756,60.200968
"Capreolus capreolus",19.902598,60.196914
"Capreolus capreolus",19.908154,60.194379
"Capreolus capreolus",19.898995,60.211597
"Lepus europaeus",25.395218,60.511394
"Lepus europaeus",24.484966,60.739244
"Lepus europaeus",24.485383,60.734755
"Lepus europaeus",24.485383,60.734755
"Lepus europaeus",24.485383,60.734755
"Odocoileus virginianus",24.466529,60.741387
"Odocoileus virginianus",24.484635,60.742838
"Odocoileus virginianus",24.484966,60.739244
"Odocoileus virginianus",24.468212,60.72817
"Lepus europaeus",26.725806,61.393367
"Nyctereutes procyonoides",22.47534,60.91353
"Nyctereutes procyonoides",25.1831,60.261548
"Neovison vison",25.228384,60.518259
"Alces alces",21.614656,63.275744
"Vulpes vulpes",21.662528,63.29341
"Capreolus capreolus",21.661724,63.28769
"Lutra lutra",21.73725,63.313089
"Lepus europaeus",27.218671,60.620042
"Lepus europaeus",27.224815,60.578758
"Nyctereutes procyonoides",27.203338,60.628147
"Lepus europaeus",25.018642,60.110161
"Meles meles",24.378311,60.079707
"Meles meles",25.018642,60.110161
"Erinaceus europaeus",27.690162,62.919647
"Vulpes vulpes",24.81149,60.19379
"Leporidae",25.03797,60.18767
"Vulpes vulpes",25.018642,60.110161
"Lepus europaeus",26.776837,60.749171
"Lepus europaeus",26.776841,60.747221
"Lepus europaeus",26.756864,60.754797
"Lepus europaeus",26.764704,60.760748
"Meles meles",26.776841,60.747221
"Vulpes vulpes",25.018642,60.110161
"Vulpes vulpes",25.018642,60.110161
"Capreolus capreolus",24.731758,64.265656
"Vulpes vulpes",25.057335,60.208264
"Capreolus capreolus",23.841313,61.803205
"Capreolus capreolus",23.840809,61.810922
"Lepus europaeus",23.836105,61.80689
"Lepus europaeus",23.838534,61.810546
"Nyctereutes procyonoides",23.825619,61.798622
"Sciurus vulgaris",24.853279,60.218446
"Odocoileus virginianus",24.682565,60.190085
"Capreolus capreolus",21.530224,61.12415
"Meles meles",24.869289,60.251082
"Erinaceus europaeus",23.140611,60.409203
"Erinaceus europaeus",24.99847,60.27329
"Capreolus capreolus",21.61977,59.95454
"Sciurus vulgaris",24.903017,60.244768
"Lepus",24.895575,60.247006
"Sciurus vulgaris",25.018642,60.110161
"Sciurus vulgaris",25.018642,60.110161
"Sciurus vulgaris",26.695983,61.684667
"Pteromys volans",27.825552,64.396486
"Pteromys volans",27.825418,64.396458
"Pteromys volans",27.826361,64.396001
"Pteromys volans",27.826378,64.395977
"Pteromys volans",27.826636,64.395864
"Pteromys volans",27.824977,64.396054
"Pteromys volans",27.82507,64.397337
"Pteromys volans",27.8254,64.39652
"Pteromys volans",27.825576,64.3965
"Capreolus capreolus",25.09601,60.39441
"Capreolus capreolus",25.04,61.05
"Lepus timidus",23.59211,68.08216
"Sciurus vulgaris",24.888511,60.228918
"Pteromys volans",27.487769,64.458489
"Pteromys volans",27.487725,64.458457
"Castor",26.698378,62.088649
"Vulpes vulpes",25.04123,60.21056
"Meles meles",25.027579,60.209835
"Lepus timidus",20.432716,60.037768
"Myodes glareolus",25.37401,64.13906
"Lepus timidus",24.499108,63.105854
"Lepus timidus",24.457575,63.104253
"Vulpes vulpes",25.029555,60.284852
"Vulpes vulpes",25.052168,60.285008
"Capreolus capreolus",19.544538,60.179501
"Capreolus capreolus",19.560487,60.188952
"Capreolus capreolus",19.549958,60.192641
"Meles meles",27.591623,62.875902
"Rattus norvegicus",24.92513,60.19822
"Meles meles",22.54951,60.03749
"Meles meles",25.052665,60.227469
"Capreolus capreolus",25.392459,60.752673
"Lepus europaeus",25.406321,60.73966
"Lepus europaeus",25.402345,60.738073
"Myodes glareolus",25.37401,64.13906
"Sciurus vulgaris",25.60084,65.05907
"Castor",28.59002,63.59399
"Castor",28.57998,63.59077
"Rattus norvegicus",25.018642,60.110161
"Nyctereutes procyonoides",28.403704,61.17971
"Nyctereutes procyonoides",23.910269,61.429497
"Nyctereutes procyonoides",25.114295,60.364045
"Nyctereutes procyonoides",25.180097,60.273299
"Nyctereutes procyonoides",24.958362,60.300038
"Odocoileus virginianus",24.794343,60.784903
"Sciurus vulgaris",24.934053,60.273633
"Vulpes vulpes",25.018642,60.110161
"Nyctereutes procyonoides",25.099876,60.210797
"Rangifer tarandus fennicus",26.5,64.1
"Sciurus vulgaris",25.018642,60.110161
"Vulpes vulpes",28.443731,64.714761
"Nyctereutes procyonoides",21.761676,61.228012
"Rattus norvegicus",25.018642,60.110161
"Meles meles",24.906734,60.241871
"Pteromys volans",27.732634,64.253841
"Lepus europaeus",24.069724,60.050163
"Lepus europaeus",24.069724,60.050163
"Lepus europaeus",24.072477,60.053896
"Lepus europaeus",24.085599,60.051741
"Lepus timidus",27.259113,63.669989
"Erinaceus europaeus",25.02992,60.2704
"Erinaceus europaeus",25.56438,64.91663
"Lepus europaeus",23.29747,60.05338
"Sciurus vulgaris",25.02918,60.27035
"Sciurus vulgaris",25.65348,60.39954
"Sciurus vulgaris",25.07197,60.22331
"Lepus",27.00633,61.6329
"Myodes glareolus",24.83028,60.20623
"Lutra lutra",28.5,63.5
"Lepus europaeus",25.1,60.3
"Vulpes vulpes",25.018642,60.110161
"Sciurus vulgaris",25.088023,60.233101
"Meles meles",25.018642,60.110161
"Erinaceus europaeus",25.059316,60.20627
"Erinaceus europaeus",25.059027,60.206224
"Lepus europaeus",23.562632,61.49089
"Vulpes vulpes",25.088,60.421
"Sciurus vulgaris",24.883609,60.214114
"Sciurus vulgaris",25.018642,60.110161
"Sciurus vulgaris",25.018642,60.110161
"Erinaceus europaeus",23.830407,61.63199
"Capreolus capreolus",24.708007,60.179746
"Vulpes vulpes",24.891134,60.249661
"Erinaceus europaeus",24.978606,60.232566
"Sciurus vulgaris",25.136321,60.21222
"Vulpes vulpes",24.636262,60.238588
"Sciurus vulgaris",25.06731,60.188419
"Lepus europaeus",21.443455,62.93024
"Sciurus vulgaris",27.731136,64.231253
"Lepus europaeus",25.03976,60.170238
"Erinaceus europaeus",25.018642,60.110161
"Lepus europaeus",22.257441,60.326469
"Lepus timidus",27.227907,62.108657
"Odocoileus virginianus",23.54893,60.10836
"Pteromys volans",24.588751,61.885161
"Pteromys volans",24.588982,61.88513
"Pteromys volans",24.588493,61.885534
"Capreolus capreolus",21.710955,60.874362
"Odocoileus virginianus",21.70395,60.863159
"Vulpes vulpes",25.58497,62.99514
"Capreolus capreolus",19.960161,60.349862
"Capreolus capreolus",19.969981,60.350803
"Capreolus capreolus",19.971561,60.350887
"Alces alces",27.224323,61.41713
"Vulpes vulpes",21.306351,63.325049
"Lepus europaeus",25.018642,60.110161
"Sciurus vulgaris",25.018642,60.110161
"Sciurus vulgaris",25.66004,60.96129
"Nyctereutes procyonoides",25.18724,60.25697
"Nyctereutes procyonoides",28.219335,62.242039
"Nyctereutes procyonoides",25.20706,60.216429
"Nyctereutes procyonoides",25.18741,60.25682
"Nyctereutes procyonoides",25.150856,60.309844
"Myodes glareolus",25.04,61.05
"Rangifer tarandus fennicus",24.9,63.9
"Ondatra zibethicus",25.703342,66.493268
"Capreolus capreolus",20.951624,59.952641
"Capreolus capreolus",20.947042,59.93579
"Lepus timidus",20.95146,59.953535
"Lepus timidus",20.952196,59.949516
"Vulpes vulpes",20.9351,59.944947
"Rattus norvegicus",25.018642,60.110161
"Alces alces",24.485203,60.502746
"Alces alces",24.485203,60.502746
"Lepus europaeus",23.955071,61.400682
"Odocoileus virginianus",24.484556,60.511097
"Lepus europaeus",24.98919,60.1382
"Odocoileus virginianus",23.54891,60.10836
"Erinaceus europaeus",24.837694,60.596558
"Sciurus vulgaris",25.018642,60.110161
"Sciurus vulgaris",25.018642,60.110161
"Talpa europaea",25.996152,61.899769
"Sciurus vulgaris",25.018642,60.110161
"Capreolus capreolus",24.497905,67.422138
"Pteromys volans",23.778,61.513
"Sciurus vulgaris",24.934804,60.226847
"Rattus norvegicus",24.976569,60.167375
"Eptesicus nilssonii",25.049665,60.331394
"Sciurus vulgaris",23.56342,60.10854
"Erinaceus europaeus",24.945803,60.201879
"Alces alces",27.1,61.9
"Erinaceus europaeus",25.018642,60.110161
"Nyctereutes procyonoides",25.104264,60.229
"Alces alces",23.209113,60.389308
"Sciurus vulgaris",24.929279,60.230816
"Sciurus vulgaris",24.888421,60.203877
"Sciurus vulgaris",25.018642,60.110161
"Castor",22.534594,61.716298
"Sciurus vulgaris",22.200446,60.42795
"Rangifer tarandus fennicus",23.408273,63.726101
"Sciurus vulgaris",25.018642,60.110161
"Sciurus vulgaris",24.890246,60.234447
"Neomys fodiens",21.442581,63.206436
"Vulpes vulpes",25.018642,60.110161
"Sciurus vulgaris",24.982436,60.26052
"Sciurus vulgaris",27.21341,69.18277
"Capreolus capreolus",28.705049,64.034318
"Castor canadensis",27.3,64.5
"Neovison vison",25.534186,60.20068
"Lepus",24.99527,60.18071
"Erinaceus europaeus",25.57801,64.94516
"Pteromys volans",24.772462,60.165597
"Sorex",22.00267,60.60826
"Phocidae",24.3575,64.56396
"Sciurus vulgaris",28.76729,61.168838
"Odocoileus virginianus",24.52283,60.262276
"Nyctereutes procyonoides",23.263075,62.020713
"Nyctereutes procyonoides",24.838934,60.146422
"Nyctereutes procyonoides",27.28384,61.696769
"Nyctereutes procyonoides",21.341923,60.873897
"Odocoileus virginianus",25.1,60.3
"Odocoileus virginianus",21.946632,60.426739
"Sciurus vulgaris",21.935296,60.418557
"Vulpes vulpes",25.34584,60.565716
"Lepus europaeus",22.612004,60.907973
"Lepus europaeus",22.62397,60.911888
"Lepus europaeus",22.608164,60.894769
"Lepus europaeus",22.630497,60.904081
"Lepus europaeus",22.639354,60.893833
"Nyctereutes procyonoides",22.634752,60.892986
"Odocoileus virginianus",22.612729,60.909948
"Odocoileus virginianus",22.621054,60.912656
"Odocoileus virginianus",22.605555,60.89649
"Lepus timidus",31.111466,62.494603
"Sciurus vulgaris",30.634324,62.508471
"Pteromys volans",23.933178,61.139111
"Sciurus vulgaris",24.87189,60.199533
"Arvicola amphibius",24.986704,60.236982
"Sciurus vulgaris",25.066306,60.223962
"Sicista betulina",26.06992,61.23155
"Erinaceus europaeus",25.018642,60.110161
"Sciurus vulgaris",25.001581,60.187035
"Vulpes vulpes",25.018642,60.110161
"Sciurus vulgaris",25.018642,60.110161
"Sciurus vulgaris",24.84757,60.1797
"Lepus europaeus",24.99612,60.1815
"Sciurus vulgaris",24.20081,60.52992
"Nyctereutes procyonoides",23.2766,60.17667
"Eptesicus nilssonii",25.78321,62.29955
"Eptesicus nilssonii",25.78246,62.30044
"Myotis daubentonii",25.78143,62.30064
"Myotis daubentonii",25.78322,62.29955
"Pteromys volans",25.77607,62.29483
"Sciurus vulgaris",25.125064,60.239425
"Capreolus capreolus",21.409411,60.984603
"Sciurus vulgaris",24.860018,60.154139
"Odocoileus virginianus",21.486207,60.957547
"Capreolus capreolus",24.589413,64.653223
"Sciurus vulgaris",24.589413,64.653223
"Rattus norvegicus",24.935491,60.190847
"Alces alces",25.410379,64.933478
"Microtus agrestis",25.410379,64.933478
"Erinaceus europaeus",25.018642,60.110161
"Sciurus vulgaris",22.236338,60.431616
"Sciurus vulgaris",25.018642,60.110161
"Sciurus vulgaris",25.018642,60.110161
"Rattus norvegicus",24.958362,60.186646
"Nyctereutes procyonoides",24.997285,60.261523
"Sciurus vulgaris",25.002169,60.189838
"Sciurus vulgaris",25.018642,60.110161
"Sciurus vulgaris",21.758398,62.939196
"Microtus agrestis",28.994257,64.211708
"Vulpes vulpes",25.027769,60.262576
"Pteromys volans",23.614628,62.253255
"Capreolus capreolus",23.603598,60.252774
"Capreolus capreolus",23.600905,60.267221
"Lepus europaeus",23.601296,60.254945
"Lutra lutra",23.603361,60.262975
"Odocoileus virginianus",23.606019,60.251128
"Odocoileus virginianus",23.603598,60.252774
"Odocoileus virginianus",23.598437,60.257272
"Odocoileus virginianus",23.603361,60.262975
"Odocoileus virginianus",23.600905,60.267221
"Odocoileus virginianus",23.608602,60.268977
"Lepus europaeus",27.19678,63.56394
"Pteromys volans",26.880325,60.830233
"Vulpes vulpes",27.725765,64.232448
"Alces alces",24.520229,60.047848
"Dama dama",24.51893,60.057408
"Lepus europaeus",24.519664,60.050709
"Lepus europaeus",24.519818,60.06396
"Odocoileus virginianus",24.519735,60.049762
"Odocoileus virginianus",24.518719,60.060831
"Odocoileus virginianus",24.537355,60.054435
"Odocoileus virginianus",24.520229,60.047848
"Lepus timidus",24.489565,65.728506
"Sciurus vulgaris",24.489565,65.728506
"Capreolus capreolus",22.211915,60.175689
"Capreolus capreolus",22.213206,60.176181
"Capreolus capreolus",22.204358,60.175065
"Capreolus capreolus",22.225333,60.167641
"Capreolus capreolus",22.22016,60.164971
"Odocoileus virginianus",22.206933,60.171684
"Sciurus vulgaris",22.2158,60.166467
"Pteromys volans",25.70334,62.23547
"Pteromys volans",25.69903,62.23668
"Chiroptera",23.066,60.604
"Lepus europaeus",24.926495,60.741407
"Lepus europaeus",24.926495,60.741407
"Lepus europaeus",24.94404,60.731245
"Odocoileus virginianus",24.925689,60.731695
"Odocoileus virginianus",24.925591,60.733205
"Nyctereutes procyonoides",21.59749,61.196011
"Nyctereutes procyonoides",21.829698,61.480187
"Lepus",19.8073,60.23194
"Capreolus capreolus",25.37771,64.7998
"Odocoileus virginianus",21.33582,60.370358
"Odocoileus virginianus",21.329911,60.371467
"Odocoileus virginianus",21.340661,60.375478
"Odocoileus virginianus",21.340661,60.375478
"Odocoileus virginianus",21.342165,60.372945
"Odocoileus virginianus",21.342165,60.372945
"Odocoileus virginianus",21.342165,60.372945
"Sciurus vulgaris",21.310511,60.377036
"Capreolus capreolus",23.577368,60.476485
"Odocoileus virginianus",24.866383,60.324114
"Erinaceus europaeus",27.71807,62.89937
"Alces alces",23.032683,61.358702
"Capreolus capreolus",22.130616,60.449586
"Capreolus capreolus",22.130616,60.449586
"Capreolus capreolus",27.629514,62.509461
"Capreolus capreolus",24.445625,61.176913
"Lepus europaeus",22.137114,60.448238
"Lepus europaeus",27.670915,60.526931
"Lepus europaeus",24.445625,61.176913
"Lepus europaeus",24.445906,61.184344
"Nyctereutes procyonoides",27.227475,62.537603
"Odocoileus virginianus",22.130616,60.449586
"Odocoileus virginianus",23.030712,61.374326
"Odocoileus virginianus",23.05011,61.365291
"Vulpes vulpes",22.137114,60.448238
"Lepus europaeus",24.365746,62.064074
"Lepus timidus",24.356662,62.068144
"Pteromys volans",25.69975,62.23678
"Sciurus vulgaris",25.034119,60.210339
"Vulpes vulpes",25.018642,60.110161
"Lepus timidus",24.444328,59.933472
"Pteromys volans",24.8725,60.65901
"Arvicola amphibius",22.36587,60.41156
"Apodemus",24.80102,60.17621
"Sciurus vulgaris",24.70072,60.20724
"Vulpes vulpes",23.95819,60.17336
"Sciurus vulgaris",25.70368,62.23501
"Apodemus agrarius",24.62096,60.58952
"Apodemus flavicollis",22.90646,59.8155
"Rattus norvegicus",25.09303,60.22644
"Sciurus vulgaris",27.19792,63.56402
"Nyctereutes procyonoides",21.30171,60.659523
"Odocoileus virginianus",21.30171,60.659523
"Lepus europaeus",22.258725,60.331894
"Sciurus vulgaris",23.869046,61.506913
"Rattus norvegicus",25.018642,60.110161
"Sciurus vulgaris",25.018642,60.110161
"Sciurus vulgaris",25.018642,60.110161
"Sciurus vulgaris",25.018642,60.110161
"Martes martes",24.264453,66.696306
"Vulpes vulpes",25.128826,60.228469
"Sciurus vulgaris",25.018642,60.110161
"Sciurus vulgaris",24.915874,60.16695
"Neovison vison",25.27218,62.28358
"Nyctereutes procyonoides",24.859531,60.410838
"Nyctereutes procyonoides",25.085079,60.307835
"Nyctereutes procyonoides",23.706986,61.883316
"Sciurus vulgaris",25.025205,60.263584
"Rattus norvegicus",25.018642,60.110161
"Capreolus capreolus",29.067622,63.615127
"Erinaceus europaeus",25.809959,62.272714
"Sorex araneus",21.290503,60.661473
"Pteromys volans",25.816884,60.975314
"Canis aureus",24.137814,60.245216
"Canis aureus",24.137814,60.245216
"Sciurus vulgaris",24.883433,60.147405
"Sciurus vulgaris",25.048441,60.224951
"Pteromys volans",22.355078,60.532936
"Sciurus vulgaris",24.916257,60.168702
"Pteromys volans",26.879949,60.830725
"Vulpes vulpes",23.943335,60.286053
"Castor",26.16091,64.756064
"Sciurus vulgaris",21.949346,63.33633
"Lutra lutra",21.878972,63.094732
"Lutra lutra",24.984683,60.214181
"Capreolus capreolus",22.200478,60.427946
"Rangifer tarandus fennicus",24.738771,64.128685
"Canis aureus",24.625697,64.828906
"Capreolus capreolus",24.969648,60.319239
"Lepus europaeus",24.044528,61.262241
"Pteromys volans",23.614628,62.253255
"Pteromys volans",24.375701,61.819582
"Pteromys volans",24.375624,61.819599
"Pteromys volans",24.375351,61.819899
"Pteromys volans",24.375222,61.819852
"Pteromys volans",24.374943,61.820008
"Pteromys volans",24.37528,61.819844
"Pteromys volans",24.483744,61.75249
"Pteromys volans",24.484207,61.752625
"Pteromys volans",21.85341,62.07295
"Capreolus capreolus",24.99223,60.17945
"Pteromys volans",21.8529,62.0729
"Lepus europaeus",24.708823,60.166592
"Lepus europaeus",27.18898,63.54881
"Pteromys volans",25.031162,60.165465
"Arvicola amphibius",23.99725,60.17764
"Erinaceus europaeus",25.018642,60.110161
"Capreolus capreolus",24.919566,60.257129
"Oryctolagus cuniculus",24.932374,60.249116
"Oryctolagus cuniculus",24.932374,60.249116
"Oryctolagus cuniculus",24.939259,60.25345
"Mammalia",24.9828,66.21442
"Neovison vison",21.909824,60.688339
"Vulpes vulpes",23.748399,59.966054
"Nyctereutes procyonoides",25.018642,60.110161
"Cervidae",21.9,60.5
"Nyctereutes procyonoides",24.061249,60.504322
"Odocoileus virginianus",24.048501,60.49867
"Lepus europaeus",26.162249,61.36405
"Sciurus vulgaris",22.200429,60.427935
"Arvicolinae",25.06808,60.21364
"Capreolus capreolus",22.29243,60.46509
"Castor",28.50128,63.60555
"Capreolus capreolus",24.91359,60.23944
"Sciurus vulgaris",24.90364,60.22939
"Capreolus capreolus",25.09246,60.22667
"Pteromys volans",21.85313,62.07297
"Sciurus vulgaris",25.018642,60.110161
"Pteromys volans",25.773862,62.272752
"Nyctereutes procyonoides",25.098811,60.375221
"Neovison vison",26.012695,62.292484
"Nyctereutes procyonoides",28.25198,61.136303
"Erinaceus europaeus",27.203406,60.580163
"Oryctolagus cuniculus",25.018642,60.110161
"Vulpes vulpes",27.177464,62.267936
"Capreolus capreolus",25.018642,60.110161
"Erinaceus europaeus",24.995403,60.276748
"Erinaceus europaeus",25.07,60.225
"Erinaceus europaeus",25.018642,60.110161
"Vulpes vulpes",25.137682,60.215648
"Vulpes vulpes",25.113699,60.19775
"Sciurus vulgaris",25.018642,60.110161
"Vulpes vulpes",25.018642,60.110161
"Erinaceus europaeus",26.502347,64.727785
"Sciurus vulgaris",25.018642,60.110161
"Martes martes",23.826208,61.45189
"Vulpes vulpes",24.95798,60.261208
"Sciurus vulgaris",25.018642,60.110161
"Nyctereutes procyonoides",25.018642,60.110161
"Sciurus vulgaris",25.058066,60.22767
"Sciurus vulgaris",25.127793,60.240644
"Vulpes vulpes",25.018642,60.110161
"Vulpes vulpes",25.075899,60.318361
"Pteromys volans",24.712731,60.177958
"Vulpes vulpes",25.106085,60.231384
"Oryctolagus cuniculus",24.706362,60.171076
"Sciurus vulgaris",24.682947,60.175621
"Lepus europaeus",24.708434,60.166502
"Lepus europaeus",25.039695,60.170265
"Alces alces",27.62814,65.60807
"Pteromys volans",23.933121,61.501069
"Pteromys volans",23.918001,61.50301
"Lutra lutra",22.927096,59.84282
"Pteromys volans",23.614628,62.253255
"Vulpes vulpes",25.226894,60.259156
"Lepus europaeus",22.232733,60.457617
"Lepus europaeus",22.230561,60.455955
"Lepus europaeus",22.234326,60.447465
"Lepus europaeus",22.232655,60.458507
"Vulpes vulpes",22.228,60.454203
"Pteromys volans",27.527147,60.950905
"Capreolus capreolus",22.07517,61.372052
"Lepus europaeus",22.09127,61.381001
"Lepus europaeus",25.4575,65.00936
"Pusa hispida botnica",23.87402,64.2865
"Lepus europaeus",25.859859,60.738256
"Lepus europaeus",25.855402,60.756161
"Lepus timidus",26.247063,62.986211
"Capreolus capreolus",24.938408,60.278353
"Lepus europaeus",24.954141,60.281587
"Lepus europaeus",24.929237,60.278197
"Lepus europaeus",24.924405,60.278135
"Lepus europaeus",24.919953,60.282712
"Lepus europaeus",24.919953,60.282712
"Odocoileus virginianus",24.951505,60.27975
"Sciurus vulgaris",24.857336,60.218956
"",24.30212,59.87021
"Lepus europaeus",23.0161,59.83142
"Lepus europaeus",22.997608,61.599856
"Lepus europaeus",23.968006,61.163435
"Lepus europaeus",23.968006,61.163435
"Sciurus vulgaris",22.96371,62.032182
"Lepus europaeus",26.154782,61.309566
"Lepus europaeus",26.133679,61.31541
"Vulpes vulpes",25.018642,60.110161
"",24.30646,59.86937
"Capreolus capreolus",24.70165,60.20334
"Lepus europaeus",24.86068,60.24093
"Pteromys volans",21.85387,62.07356
"Leporidae",22.78453,63.67965
"Lepus timidus",25.50921,65.01289
"Vulpes vulpes",22.40795,60.45268
"Vulpes vulpes",22.31508,60.42344
"Vulpes vulpes",24.589413,64.653223
"Nyctereutes procyonoides",25.13342,60.226943
"Nyctereutes procyonoides",25.187466,60.257126
"Nyctereutes procyonoides",25.174042,60.26709
"Nyctereutes procyonoides",28.850699,61.251416
"Pteromys volans",27.028105,63.564737
"Erinaceus europaeus",25.018642,60.110161
